Meal,Insulin,Bolus,D1,D2,I_sc,I_p,I_eff,G,G_sc,t
0,25.04,100,0.815671408417588,3.20948967225182,1.24820280081995,1.25460736203218,0.0102360943958878,152.864515093705,154.350542909196,181
0,25.04,100,0.798316697600193,3.15855736876598,1.24815317517625,1.25447109477235,0.0102353123833955,152.563386701661,154.053337346098,182
0,25.04,100,0.781331235949125,3.10833948214543,1.24810456230079,1.25433667095115,0.0102345269603286,152.261839212254,153.75534721721,183
0,25.04,100,0.764707167099144,3.05882866839658,1.24805694152482,1.25420407289476,0.010233738321117,151.959937965559,153.456645616219,184
0,25.04,100,0.748436801841715,3.01001757262429,1.24801029260143,1.25407328286561,0.0102329466566119,151.657746838004,153.157304086087,185
0,25.04,100,0.732512614568487,2.9618988328204,1.24796459569688,1.25394428307276,0.0102321521541187,151.355328260624,152.857392636471,186
0,25.04,100,0.716927239790434,2.9144650834959,1.24791983138222,1.25381705568178,0.0102313549974297,151.052743237397,152.556979761301,187
0,25.04,100,0.701673468731063,2.86770895916174,1.24787598062501,1.25369158282434,0.0102305553668577,150.750051363643,152.25613245652,188
0,25.04,100,0.686744245992104,2.82162309766321,1.2478330247812,1.25356784660734,0.0102297534392703,150.44731084447,151.954916237945,189
0,25.04,100,0.672132666290145,2.77620014337234,1.24779094558727,1.25344582912168,0.0102289493881238,150.144578513265,151.65339515925,190
0,25.04,100,0.657831971262695,2.73143275024293,1.2477497251524,1.25332551245073,0.0102281433834981,149.8419098502,151.351631830053,191
0,25.04,100,0.643835546342212,2.68731358473271,1.2477093459509,1.25320687867843,0.010227335592132,149.539359000755,151.049687434082,192
0,25.04,100,0.630136917696633,2.64383532859674,1.24766979081473,1.25308990989699,0.0102265261774587,149.236978794242,150.747621747417,193
0,25.04,100,0.616729749235002,2.60099068155632,1.24763104292623,1.25297458821439,0.0102257152996414,148.934820762318,150.445493156782,194
0,25.04,100,0.603607839676811,2.55877236384735,1.24759308581098,1.25286089576145,0.0102249031156093,148.632935157477,150.143358677889,195
0,25.04,100,0.590765119683687,2.51717311865223,1.24755590333072,1.25274881469867,0.0102240897790939,148.331370971512,149.841273973807,196
0,25.04,100,0.57819564905212,2.47618571441886,1.2475194796766,1.25263832722276,0.0102232754406656,148.030175953936,149.539293373348,197
0,25.04,100,0.565893613965904,2.43580294707063,1.24748379936235,1.25252941557284,0.0102224602477699,147.729396630358,149.237469889465,198
0,25.04,100,0.553853324307055,2.39601764211096,1.24744884721779,1.25242206203645,0.0102216443447646,147.429078320795,148.935855237644,199
0,25.04,100,0.542069211023926,2.35682265662577,1.2474146083823,1.2523162489552,0.0102208278729565,147.129265157921,148.634499854274,200
0,25.04,100,0.530535823555332,2.31821088118743,1.24738106829855,1.25221195873024,0.0102200109706385,146.830000105249,148.333452915004,201
0,25.04,100,0.519247827309474,2.28017524166334,1.2473482127063,1.25210917382744,0.0102191937731263,146.531324975217,148.032762353053,202
0,25.04,100,0.508200001196507,2.24270870093241,1.24731602763635,1.25200787678231,0.010218376412796,146.233280447205,147.732474877486,203
0,25.04,100,0.497387235213602,2.2058042605125,1.24728449940456,1.25190805020474,0.0102175590191209,145.935906085438,147.432635991429,204
0,25.04,100,0.486804528081398,2.16945496210188,1.24725361460607,1.25180967678346,0.0102167417187088,145.639240356806,147.133290010231,205
0,25.04,100,0.47644698493073,2.13365388903762,1.24722336010959,1.25171273929032,0.0102159246353391,145.343320648566,146.834480079546,206
0,25.04,100,0.466309815038587,2.09839416767364,1.24719372305182,1.25161722058435,0.01021510789,145.048183285934,146.53624819335,207
0,25.04,100,0.456388329612234,2.0636689686814,1.24716469083195,1.25152310361557,0.0102142916009253,144.753863549565,146.238635211867,208
0,25.04,100,0.446677939620484,2.02947150827568,1.24713625110638,1.25143037142868,0.0102134758836319,144.4603956929,145.941680879406,209
0,25.04,100,0.437174153671112,1.99579504936812,1.24710839178336,1.25133900716651,0.0102126608509563,144.167812959399,145.645423842105,210
0,25.04,100,0.427872575933429,1.96263290265116,1.24708110101796,1.25124899407325,0.0102118466130915,143.876147599631,145.349901665564,211
0,25.04,100,0.418768904105058,1.92997842761462,1.24705436720695,1.25116031549761,0.0102110332776239,143.585430888235,145.055150852377,212
0,25.04,100,0.409858927421972,1.89782503349739,1.24702817898392,1.25107295489568,0.0102102209495697,143.295693140739,144.761206859549,213
