Meal,Insulin,Bolus,D1,D2,I_sc,I_p,I_eff,G,G_sc,t
0,25.04,100,0.401138524710866,1.86616618017664,1.24700252521443,1.25098689583372,0.0102094097314116,143.006963730238,144.468104115787,214
0,25.04,100,0.392603662482975,1.83499537899651,1.24697739499125,1.25090212199076,0.0102085997231349,142.719271103924,144.175876038677,215
0,25.04,100,0.384250393068444,1.80430619353878,1.24695277762976,1.25081861716098,0.0102077910222638,142.432642799465,143.884555051726,216
0,25.04,100,0.376074852790392,1.77409224033728,1.24692866266341,1.25073636525606,0.0102069837238972,142.147105461239,143.594172601274,217
0,25.04,100,0.36807326017783,1.74434718953841,1.24690503983923,1.25065535030728,0.0102061779207448,141.862684856399,143.304759173267,218
0,25.04,100,0.3602419142166,1.71506476550946,1.24688189911351,1.25057555646754,0.0102053737031623,141.579405890801,143.016344309894,219
0,25.04,100,0.352577192637523,1.68623874739685,1.24685923064749,1.2504969680132,0.0102045711591871,141.297292624748,142.728956626075,220
0,25.04,100,0.34507555024098,1.65786296963601,1.24683702480323,1.25041956934584,0.0102037703745733,141.016368288595,142.44262382581,221
0,25.04,100,0.337733517257129,1.62993132241484,1.24681527213946,1.25034334499387,0.0102029714328269,140.736655298177,142.157372718367,222
0,25.04,100,0.33054769774102,1.60243775209234,1.2467939634076,1.25026827961399,0.0102021744152401,140.458175270071,141.873229234329,223
0,25.04,100,0.32351476800185,1.57537626157422,1.24677308954783,1.25019435799258,0.0102013794009262,140.180949036702,141.590218441477,224
0,25.04,100,0.31663147506564,1.54874091064715,1.24675264168519,1.25012156504694,0.0102005864668536,139.904996661269,141.308364560522,225
0,25.04,100,0.309894635170626,1.52252581627308,1.24673261112587,1.25004988582648,0.0101997956878799,139.630337452508,141.027690980672,226
0,25.04,100,0.303301132294656,1.49672515284537,1.24671298935348,1.2499793055137,0.0101990071367854,139.356989979286,140.748220275039,227
0,25.04,100,0.296847916713918,1.47133315240812,1.24669376802542,1.24990980942519,0.0101982208843069,139.084972085015,140.469974215888,228
0,25.04,100,0.290532003592346,1.44634410484016,1.24667493896936,1.24984138301243,0.0101974369991705,138.814300901906,140.192973789714,229
0,25.04,100,0.284350471601019,1.4217523580051,1.24665649417976,1.24977401186257,0.0101966555481247,138.544992865039,139.917239212152,230
0,25.04,100,0.278300461566955,1.39755231786884,1.24663842581443,1.24970768169911,0.0101958765959731,138.277063726266,139.64278994273,231
0,25.04,100,0.272379175150637,1.37373844858582,1.24662072619125,1.24964237838241,0.0101951002056065,138.010528567943,139.369644699437,232
0,25.04,100,0.266583873551687,1.35030527255528,1.24660338778487,1.24957808791026,0.010194326438035,137.745401816478,139.097821473138,233
0,25.04,100,0.260911876242077,1.32724737044882,1.24658640322351,1.24951479641823,0.0101935553524198,137.481697255714,138.827337541806,234
0,25.04,100,0.255360559726288,1.30455938121038,1.24656976528586,1.24945249018005,0.0101927870061046,137.219428040136,138.558209484588,235
0,25.04,100,0.249927356327856,1.28223600202987,1.24655346689796,1.24939115560783,0.0101920214546468,136.9586067079,138.290453195697,236
0,25.04,100,0.244609753001731,1.26027198829153,1.24653750113022,1.2493307792523,0.010191258751848,136.699245193693,138.024083898138,237
0,25.04,100,0.239405290171907,1.23866215349813,1.24652186119447,1.24927134780289,0.010190498949785,136.441354841415,137.759116157249,238
0,25.04,100,0.234311560593782,1.21740136917204,1.24650654044109,1.24921284808782,0.0101897420988397,136.184946416693,137.495563894082,239
0,25.04,100,0.229326208240723,1.1964845647342,1.24649153235614,1.24915526707406,0.0101889882477288,135.930030119213,137.233440398604,240
0,25.04,100,0.224446927214324,1.175906727362,1.24647683055864,1.2490985918673,0.0101882374435338,135.676615594891,136.972758342726,241
0,25.04,100,0.219671460677849,1.15566290182695,1.24646242879782,1.24904280971179,0.0101874897317301,135.424711947862,136.713529793159,242
0,25.04,100,0.214997599812363,1.13574819031314,1.24644832095049,1.24898790799022,0.0101867451562156,135.174327752305,136.4557662241,243
0,25.04,100,0.210423182795079,1.11615775221737,1.24643450101841,1.24893387422342,0.0101860037593398,134.925471064091,136.199478529741,244
0,25.04,100,0.205946093799439,1.09688680393179,1.24642096312576,1.24888069607012,0.0101852655819316,134.678149432266,135.944677036611,245
0,25.04,100,0.201564262016472,1.07793061860983,1.24640770151664,1.24882836132662,0.0101845306633277,134.432369910361,135.691371515742,246
0,25.04,100,0.197275660696973,1.05928452591635,1.24639471055259,1.24877685792641,0.0101837990413999,134.18813906754,135.439571194666,247
0,25.04,100,0.193078306214058,1.04094391176275,1.24638198471027,1.24872617393973,0.0101830707525826,133.945462999575,135.189284769241,248
0,25.04,100,0.188970257145674,1.02290421802767,1.24636951857901,1.24867629757315,0.0101823458318997,133.704347339653,134.940520415307,249
0,25.04,100,0.184949613376617,1.00516094226422,1.24635730685859,1.24862721716902,0.0101816243129912,133.464797269026,134.693285800177,250
0,25.04,100,0.181014515219668,0.987709637394274,1.24634534435696,1.24857892120497,0.0101809062281397,133.226817527492,134.447588093947,251
0,25.04,100,0.17716314255542,0.970545911390559,1.24633362598801,1.24853139829331,0.010180191608296,132.99041242371,134.203433980656,252
0,25.04,100,0.173393713990411,0.953665426947258,1.24632214676945,1.24848463718043,0.0101794804831056,132.755585845357,133.960829669266,253
0,25.04,100,0.169704486033168,0.937063901139666,1.24631090182066,1.24843862674615,0.0101787728809329,132.522341269127,133.719780904485,254
0,25.04,100,0.166093752287781,0.92073710507357,1.24629988636062,1.24839335600306,0.0101780688288875,132.290681770565,133.480292977413,255
0,25.04,100,0.162559842664637,0.904680863524936,1.24628909570589,1.24834881409577,0.0101773683528477,132.060610033745,133.242370736043,256
0,25.04,100,0.159101122607943,0.888891054570462,1.24627852526859,1.24830499030024,0.0101766714774858,131.832128360792,133.006018595584,257
0,25.04,100,0.155715992339689,0.873363609209557,1.24626817055451,1.24826187402297,0.0101759782262916,131.605238681249,132.771240548625,258
0,25.04,100,0.152402886119695,0.858094510978283,1.24625802716113,1.24821945480024,0.0101752886215965,131.379942561288,132.53804017515,259
0,25.04,100,0.149160271521404,0.84307979555576,1.24624809077577,1.24817772229728,0.0101746026845968,131.15624121277,132.306420652378,260
0,25.04,100,0.145986648723076,0.82831555036354,1.24623835717379,1.24813666630746,0.0101739204353765,130.934135502151,132.076384764456,261
0,25.04,100,0.142880549814074,0.813797914158424,1.24622882221674,1.24809627675142,0.0101732418929306,130.713625959244,131.847934911995,262
0,25.04,100,0.139840538115903,0.799523076619182,1.24621948185066,1.24805654367622,0.0101725670751874,130.494712785826,131.621073121445,263
0,25.04,100,0.136865207517692,0.785487277927623,1.24621033210429,1.2480174572544,0.0101718959990305,130.277395864103,131.395801054321,264
0,25.04,100,0.133953181825826,0.771686808344433,1.24620136908744,1.24797900778312,0.0101712286803206,130.061674765026,131.172120016278,265
0,25.04,100,0.131103114127404,0.758118007780207,1.2461925889893,1.24794118568321,0.0101705651339175,129.847548756463,130.950030966027,266
0,25.04,100,0.128313686167247,0.744777265362063,1.24618398807684,1.24790398149823,0.0101699053737007,129.635016811235,130.729534524114,267
0,25.04,100,0.125583607738156,0.731661018996215,1.2461755626932,1.24786738589352,0.0101692494125909,129.424077615003,130.510630981538,268
0,25.04,100,0.122911616084153,0.718765754926895,1.24616730925617,1.24783138965522,0.0101685972625703,129.214729574022,130.293320308231,269
0,25.04,100,0.120296475316405,0.706088007291943,1.24615922425662,1.24779598368928,0.0101679489347029,129.006970822749,130.077602161389,270
0,25.04,100,0.117736975841588,0.693624357675442,1.24615130425707,1.2477611590205,0.0101673044391546,128.800799231326,129.863475893661,271
0,25.04,100,0.115231933802405,0.681371434657701,1.24614354589017,1.24772690679149,0.010166663785213,128.596212412921,129.650940561194,272
0,25.04,100,0.112780190530014,0.669325913362907,1.24613594585728,1.24769321826168,0.0101660269813069,128.393207730936,129.43999493154,273
0,25.04,100,0.110380612008098,0.65748451500476,1.2461285009271,1.24766008480626,0.010165394035025,128.191782306085,129.230637491419,274
0,25.04,100,0.108032088348352,0.645844006430363,1.24612120793427,1.24762749791522,0.0101647649531352,127.991933023344,129.022866454352,275
0,25.04,100,0.10573353327711,0.634401199662661,1.24611406377803,1.24759544919222,0.010164139741603,127.793656538771,128.816679768151,276
0,25.04,100,0.103483883632916,0.623152951441692,1.2461070654209,1.24756393035362,0.0101635184056096,127.596949286197,128.612075122275,277
0,25.04,100,0.101282098874769,0.612096162764909,1.24610020988739,1.24753293322739,0.0101629009495703,127.401807483794,128.409049955059,278
0,25.04,100,0.099127160600838,0.601227778426821,1.24609349426272,1.24750244975207,0.0101622873771518,127.208227140522,128.207601460806,279
0,25.04,100,0.0970180720774159,0.590544786558183,1.24608691569161,1.2474724719757,0.0101616776912897,127.01620406245,128.007726596749,280
0,25.04,100,0.0949538577778964,0.580044218164975,1.24608047137706,1.24744299205476,0.0101610718942058,126.825733858958,127.809422089889,281
0,25.04,100,0.0929335629315582,0.569723146667378,1.24607415857914,1.24741400225311,0.0101604699874251,126.636811948818,127.612684443703,282
0,25.04,100,0.0909562530819505,0.559578687438956,1.24606797461382,1.2473854949409,0.0101598719717918,126.449433566164,127.417509944726,283
0,25.04,100,0.089021013654675,0.549607997346254,1.24606191685187,1.24735746259351,0.0101592778474865,126.263593766341,127.223894669014,284
0,25.04,100,0.0871269495343628,0.539808274288986,1.24605598271773,1.2473298977905,0.0101586876140414,126.079287431639,127.031834488479,285
0,25.04,100,0.0852731846506529,0.530176756741016,1.24605016968836,1.24730279321448,0.0101581012703568,125.896509276918,126.841325077111,286
0,25.04,100,0.0834588615729795,0.520710723292285,1.24604447529224,1.2472761416501,0.0101575188147164,125.715253855122,126.652361917073,287
0,25.04,100,0.0816831411139799,0.511407492191874,1.24603889710829,1.24724993598291,0.0101569402448025,125.53551556268,126.464940304683,288
0,25.04,100,0.079945201941342,0.502264420892344,1.24603343276483,1.24722416919834,0.0101563655577111,125.357288644802,126.279055356282,289
0,25.04,100,0.0782442401979092,0.493278905595514,1.24602807993858,1.24719883438061,0.0101557947499667,125.180567200668,126.094702013986,290
0,25.04,100,0.0765794691298686,0.484448380799821,1.24602283635368,1.24717392471163,0.010155227817537,125.005345188513,125.911875051322,291
0,25.04,100,0.0749501187228501,0.475770318849396,1.24601769978072,1.24714943346997,0.0101546647558469,124.831616430605,125.73056907876,292
0,25.04,100,0.0733554353457682,0.467242229485002,1.24601266803578,1.24712535402977,0.0101541055597926,124.659374618127,125.550778549129,293
0,25.04,100,0.0717946814022412,0.458861659396933,1.24600773897951,1.24710167985969,0.0101535502237558,124.488613315953,125.372497762929,294
0,25.04,100,0.0702671349894276,0.450626191780024,1.24600291051622,1.24707840452181,0.0101529987416168,124.319325967328,125.195720873534,295
0,25.04,100,0.0687720895641206,0.442533445890863,1.24599818059301,1.24705552167063,0.0101524511067679,124.151505898453,125.020441892292,296
0,25.04,100,0.0673088536159478,0.434581076607315,1.24599354719884,1.24703302505196,0.0101519073121268,123.985146322966,124.846654693524,297
0,25.04,100,0.0658767503475234,0.426766773990477,1.24598900836373,1.24701090850189,0.0101513673501492,123.820240346339,124.674353019413,298
0,25.04,100,0.0644751173614059,0.419088262849138,1.24598456215791,1.24698916594576,0.0101508312128416,123.656780970175,124.503530484798,299
