Meal_size,Steady_insulin,Bolus,D1,D2,I_sc,I_p,I_eff,G,G_sc,t
10,25.04,100,9.12482082726514,0.836604041732198,1.25509697152451,1.2466508728759,0.0100997446777127,108.357274087442,108.244709235867,4.3
10,25.04,100,9.1054063148667,0.854238545531204,1.25507793922401,1.24666884329855,0.0100997426927488,108.364033014029,108.246960532898,4.4
10,25.04,100,9.08603310994146,0.871794221636174,1.25505894576494,1.24668673499201,0.0100997408641831,108.370931950087,108.249301982521,4.5
10,25.04,100,9.06670112460115,0.889271325653844,1.25503999106803,1.24670454820642,0.0100997391911737,108.377970058798,108.251734581872,4.6
10,25.04,100,9.04741027114456,0.906670112460115,1.25502107505417,1.24672228319123,0.0100997376728819,108.385146506528,108.254259291411,4.7
10,25.04,100,9.02816046205701,0.923990836201997,1.25500219764442,1.2467399401952,0.0100997363084722,108.392460462825,108.256877035713,4.8
10,25.04,100,9.00895161001008,0.941233750299561,1.25498335876,1.24675751946637,0.0100997350971117,108.399911100402,108.259588704255,4.9
10,25.04,100,8.98978362786113,0.958399107447881,1.25496455832229,1.2467750212521,0.0100997340379709,108.40749759513,108.262395152178,5
10,25.04,100,8.97065642865291,0.975487159618973,1.25494579625281,1.24679244579905,0.0100997331302231,108.415219126027,108.265297201037,5.1
10,25.04,100,8.95156992561322,0.992498158063727,1.25492707247327,1.24680979335321,0.0100997323730447,108.423074875251,108.268295639537,5.2
10,25.04,100,8.93252403215447,1.00943235331383,1.25490838690553,1.24682706415985,0.010099731765615,108.431064028084,108.271391224251,5.3
10,25.04,100,8.91351866187329,1.02628999518371,1.25488973947159,1.24684425846356,0.0100997313071163,108.439185772927,108.274584680328,5.4
10,25.04,100,8.89455372855016,1.04307133277241,1.25487113009365,1.24686137650826,0.010099730996734,108.44743930129,108.27787670218,5.5
10,25.04,100,8.87562914614899,1.05977661446555,1.25485255869403,1.24687841853717,0.0100997308336561,108.455823807778,108.281267954162,5.6
10,25.04,100,8.85674482881676,1.07640608793722,1.25483402519522,1.24689538479282,0.010099730817074,108.464338490087,108.284759071234,5.7
10,25.04,100,8.8379006908831,1.09296000015186,1.25481552951988,1.24691227551708,0.0100997309461817,108.472982548988,108.288350659611,5.8
10,25.04,100,8.81909664685995,1.10943859736618,1.25479707159082,1.24692909095113,0.0100997312201764,108.481755188323,108.292043297399,5.9
10,25.04,100,8.8003326114411,1.12584212513106,1.25477865133099,1.24694583133547,0.0100997316382579,108.49065561499,108.295837535217,6
10,25.04,100,8.78160849950186,1.14217082829342,1.25476026866354,1.24696249690993,0.0100997321996292,108.499683038939,108.299733896813,6.1
